,Inputs,Outputs,Output Class,Inputs 0,Inputs 1,Inputs 2,Inputs 3,Inputs 4
5631,"[2, 4, 1, 10, 5]",2.5,4,2,4,1,10,5
5632,"[2, 5, 9, 4, 9]",4.5,8,2,5,9,4,9
5633,"[7, 4, 10, 4, 9]",4.5,8,7,4,10,4,9
5634,"[7, 1, 4, 1, 10]",5.0,10,7,1,4,1,10
5635,"[3, 2, 10, 5, 2]",1.0,1,3,2,10,5,2
5636,"[10, 3, 2, 2, 2]",1.0,1,10,3,2,2,2
5637,"[3, 7, 6, 9, 7]",3.5,6,3,7,6,9,7
5638,"[10, 2, 10, 10, 7]",3.5,6,10,2,10,10,7
5639,"[1, 9, 3, 4, 3]",1.5,2,1,9,3,4,3
5640,"[4, 9, 1, 1, 10]",5.0,10,4,9,1,1,10
5641,"[6, 3, 6, 10, 3]",1.5,2,6,3,6,10,3
5642,"[2, 3, 4, 3, 3]",1.5,2,2,3,4,3,3
5643,"[6, 5, 4, 3, 3]",1.5,2,6,5,4,3,3
5644,"[9, 10, 6, 8, 7]",3.5,6,9,10,6,8,7
5645,"[2, 7, 10, 7, 4]",2.0,3,2,7,10,7,4
5646,"[6, 9, 8, 8, 5]",2.5,4,6,9,8,8,5
5647,"[9, 3, 7, 9, 10]",5.0,10,9,3,7,9,10
5648,"[4, 5, 5, 5, 3]",1.5,2,4,5,5,5,3
5649,"[1, 4, 7, 3, 4]",2.0,3,1,4,7,3,4
5650,"[10, 6, 1, 10, 10]",5.0,10,10,6,1,10,10
5651,"[5, 6, 9, 3, 7]",3.5,6,5,6,9,3,7
5652,"[3, 5, 1, 2, 5]",2.5,4,3,5,1,2,5
5653,"[2, 4, 6, 7, 6]",3.0,5,2,4,6,7,6
5654,"[4, 6, 2, 4, 2]",1.0,1,4,6,2,4,2
5655,"[3, 9, 8, 1, 9]",4.5,8,3,9,8,1,9
5656,"[9, 5, 4, 2, 7]",3.5,6,9,5,4,2,7
5657,"[3, 8, 9, 4, 7]",3.5,6,3,8,9,4,7
5658,"[1, 8, 3, 7, 2]",1.0,1,1,8,3,7,2
5659,"[4, 5, 9, 6, 6]",3.0,5,4,5,9,6,6
5660,"[7, 5, 1, 8, 10]",5.0,10,7,5,1,8,10
5661,"[7, 3, 8, 1, 7]",3.5,6,7,3,8,1,7
5662,"[6, 10, 1, 7, 4]",2.0,3,6,10,1,7,4
5663,"[1, 6, 1, 1, 10]",5.0,10,1,6,1,1,10
5664,"[10, 5, 5, 8, 3]",1.5,2,10,5,5,8,3
5665,"[8, 6, 4, 8, 5]",2.5,4,8,6,4,8,5
5666,"[2, 9, 6, 1, 3]",1.5,2,2,9,6,1,3
5667,"[7, 9, 3, 1, 9]",4.5,8,7,9,3,1,9
5668,"[6, 4, 4, 4, 6]",3.0,5,6,4,4,4,6
5669,"[2, 2, 5, 9, 3]",1.5,2,2,2,5,9,3
5670,"[8, 1, 6, 10, 2]",1.0,1,8,1,6,10,2
5671,"[6, 10, 4, 10, 7]",3.5,6,6,10,4,10,7
5672,"[7, 3, 10, 7, 6]",3.0,5,7,3,10,7,6
5673,"[6, 9, 9, 10, 6]",3.0,5,6,9,9,10,6
5674,"[5, 7, 4, 2, 5]",2.5,4,5,7,4,2,5
5675,"[6, 3, 4, 7, 2]",1.0,1,6,3,4,7,2
5676,"[5, 8, 10, 3, 7]",3.5,6,5,8,10,3,7
5677,"[10, 5, 2, 1, 4]",2.0,3,10,5,2,1,4
5678,"[6, 6, 5, 4, 9]",4.5,8,6,6,5,4,9
5679,"[8, 9, 5, 8, 8]",4.0,7,8,9,5,8,8
5680,"[4, 7, 7, 1, 8]",4.0,7,4,7,7,1,8
5681,"[9, 4, 8, 9, 9]",4.5,8,9,4,8,9,9
5682,"[3, 9, 3, 4, 7]",3.5,6,3,9,3,4,7
5683,"[6, 2, 10, 3, 8]",4.0,7,6,2,10,3,8
5684,"[5, 2, 4, 9, 2]",1.0,1,5,2,4,9,2
5685,"[9, 8, 10, 1, 5]",2.5,4,9,8,10,1,5
5686,"[6, 6, 9, 4, 1]",0.5,0,6,6,9,4,1
5687,"[4, 2, 5, 7, 4]",2.0,3,4,2,5,7,4
5688,"[10, 3, 7, 9, 8]",4.0,7,10,3,7,9,8
5689,"[7, 10, 9, 2, 7]",3.5,6,7,10,9,2,7
5690,"[6, 6, 4, 8, 7]",3.5,6,6,6,4,8,7
5691,"[7, 1, 9, 6, 7]",3.5,6,7,1,9,6,7
5692,"[5, 7, 10, 8, 5]",2.5,4,5,7,10,8,5
5693,"[4, 8, 10, 1, 2]",1.0,1,4,8,10,1,2
5694,"[7, 5, 3, 5, 7]",3.5,6,7,5,3,5,7
5695,"[10, 4, 6, 5, 10]",5.0,10,10,4,6,5,10
5696,"[1, 8, 9, 8, 7]",3.5,6,1,8,9,8,7
5697,"[6, 8, 2, 5, 10]",5.0,10,6,8,2,5,10
5698,"[3, 9, 3, 6, 2]",1.0,1,3,9,3,6,2
5699,"[4, 5, 1, 7, 7]",3.5,6,4,5,1,7,7
5700,"[8, 6, 9, 3, 2]",1.0,1,8,6,9,3,2
5701,"[7, 10, 1, 6, 9]",4.5,8,7,10,1,6,9
5702,"[10, 1, 4, 1, 6]",3.0,5,10,1,4,1,6
5703,"[5, 2, 5, 4, 1]",0.5,0,5,2,5,4,1
5704,"[7, 4, 9, 5, 9]",4.5,8,7,4,9,5,9
5705,"[3, 8, 8, 3, 2]",1.0,1,3,8,8,3,2
5706,"[1, 7, 1, 8, 4]",2.0,3,1,7,1,8,4
5707,"[10, 8, 3, 5, 9]",4.5,8,10,8,3,5,9
5708,"[8, 5, 7, 5, 6]",3.0,5,8,5,7,5,6
5709,"[1, 7, 6, 8, 9]",4.5,8,1,7,6,8,9
5710,"[4, 10, 10, 6, 6]",3.0,5,4,10,10,6,6
5711,"[9, 5, 3, 3, 10]",5.0,10,9,5,3,3,10
5712,"[8, 2, 9, 8, 9]",4.5,8,8,2,9,8,9
5713,"[4, 2, 3, 7, 7]",3.5,6,4,2,3,7,7
5714,"[10, 1, 5, 9, 3]",1.5,2,10,1,5,9,3
5715,"[2, 8, 3, 8, 5]",2.5,4,2,8,3,8,5
5716,"[3, 9, 6, 9, 3]",1.5,2,3,9,6,9,3
5717,"[7, 5, 4, 7, 4]",2.0,3,7,5,4,7,4
5718,"[6, 10, 2, 8, 1]",0.5,0,6,10,2,8,1
5719,"[3, 9, 6, 6, 5]",2.5,4,3,9,6,6,5
5720,"[7, 7, 3, 2, 9]",4.5,8,7,7,3,2,9
5721,"[4, 1, 10, 10, 2]",1.0,1,4,1,10,10,2
5722,"[9, 1, 7, 1, 1]",0.5,0,9,1,7,1,1
5723,"[5, 10, 8, 7, 7]",3.5,6,5,10,8,7,7
5724,"[10, 10, 10, 7, 10]",5.0,10,10,10,10,7,10
5725,"[9, 7, 7, 6, 6]",3.0,5,9,7,7,6,6
5726,"[2, 9, 5, 10, 10]",5.0,10,2,9,5,10,10
5727,"[8, 10, 4, 6, 9]",4.5,8,8,10,4,6,9
5728,"[2, 8, 1, 8, 3]",1.5,2,2,8,1,8,3
5729,"[9, 2, 6, 7, 4]",2.0,3,9,2,6,7,4
5730,"[7, 2, 2, 10, 4]",2.0,3,7,2,2,10,4
5731,"[5, 7, 5, 3, 4]",2.0,3,5,7,5,3,4
5732,"[8, 3, 4, 2, 10]",5.0,10,8,3,4,2,10
5733,"[5, 8, 1, 9, 5]",2.5,4,5,8,1,9,5
5734,"[2, 3, 7, 8, 10]",5.0,10,2,3,7,8,10
5735,"[5, 10, 10, 10, 2]",1.0,1,5,10,10,10,2
5736,"[3, 3, 5, 1, 7]",3.5,6,3,3,5,1,7
5737,"[8, 10, 5, 7, 1]",0.5,0,8,10,5,7,1
5738,"[10, 3, 4, 9, 5]",2.5,4,10,3,4,9,5
5739,"[4, 7, 2, 5, 4]",2.0,3,4,7,2,5,4
5740,"[3, 2, 1, 6, 6]",3.0,5,3,2,1,6,6
5741,"[1, 7, 3, 9, 3]",1.5,2,1,7,3,9,3
5742,"[7, 7, 1, 2, 1]",0.5,0,7,7,1,2,1
5743,"[2, 9, 4, 8, 10]",5.0,10,2,9,4,8,10
5744,"[2, 2, 4, 3, 10]",5.0,10,2,2,4,3,10
5745,"[7, 5, 4, 3, 9]",4.5,8,7,5,4,3,9
5746,"[2, 2, 8, 1, 3]",1.5,2,2,2,8,1,3
5747,"[10, 10, 3, 4, 5]",2.5,4,10,10,3,4,5
5748,"[1, 5, 9, 1, 1]",0.5,0,1,5,9,1,1
5749,"[9, 6, 8, 4, 10]",5.0,10,9,6,8,4,10
5750,"[1, 7, 9, 8, 10]",5.0,10,1,7,9,8,10
5751,"[9, 5, 10, 4, 4]",2.0,3,9,5,10,4,4
5752,"[8, 5, 1, 7, 7]",3.5,6,8,5,1,7,7
5753,"[5, 8, 3, 6, 10]",5.0,10,5,8,3,6,10
5754,"[6, 5, 10, 5, 7]",3.5,6,6,5,10,5,7
5755,"[4, 4, 10, 7, 3]",1.5,2,4,4,10,7,3
5756,"[9, 6, 6, 3, 8]",4.0,7,9,6,6,3,8
5757,"[4, 9, 1, 5, 4]",2.0,3,4,9,1,5,4
5758,"[9, 10, 3, 8, 3]",1.5,2,9,10,3,8,3
5759,"[10, 4, 3, 4, 6]",3.0,5,10,4,3,4,6
5760,"[9, 7, 1, 7, 1]",0.5,0,9,7,1,7,1
5761,"[1, 8, 8, 4, 2]",1.0,1,1,8,8,4,2
5762,"[8, 1, 8, 1, 7]",3.5,6,8,1,8,1,7
5763,"[3, 1, 5, 5, 4]",2.0,3,3,1,5,5,4
5764,"[5, 7, 1, 6, 2]",1.0,1,5,7,1,6,2
5765,"[7, 2, 8, 8, 8]",4.0,7,7,2,8,8,8
5766,"[8, 7, 6, 2, 7]",3.5,6,8,7,6,2,7
5767,"[4, 2, 10, 2, 8]",4.0,7,4,2,10,2,8
5768,"[8, 1, 10, 6, 5]",2.5,4,8,1,10,6,5
5769,"[7, 4, 10, 4, 1]",0.5,0,7,4,10,4,1
5770,"[1, 10, 2, 7, 10]",5.0,10,1,10,2,7,10
5771,"[9, 10, 2, 1, 3]",1.5,2,9,10,2,1,3
5772,"[8, 6, 10, 1, 6]",3.0,5,8,6,10,1,6
5773,"[10, 5, 3, 10, 7]",3.5,6,10,5,3,10,7
5774,"[10, 5, 4, 2, 6]",3.0,5,10,5,4,2,6
5775,"[3, 1, 8, 10, 7]",3.5,6,3,1,8,10,7
5776,"[7, 5, 5, 4, 7]",3.5,6,7,5,5,4,7
5777,"[4, 6, 10, 4, 3]",1.5,2,4,6,10,4,3
5778,"[6, 3, 6, 3, 1]",0.5,0,6,3,6,3,1
5779,"[1, 1, 4, 7, 4]",2.0,3,1,1,4,7,4
5780,"[10, 2, 4, 5, 1]",0.5,0,10,2,4,5,1
5781,"[7, 1, 6, 10, 3]",1.5,2,7,1,6,10,3
5782,"[8, 5, 2, 3, 1]",0.5,0,8,5,2,3,1
5783,"[10, 3, 4, 3, 6]",3.0,5,10,3,4,3,6
5784,"[3, 6, 6, 6, 7]",3.5,6,3,6,6,6,7
5785,"[1, 7, 3, 4, 3]",1.5,2,1,7,3,4,3
5786,"[4, 4, 1, 7, 10]",5.0,10,4,4,1,7,10
5787,"[2, 8, 1, 4, 1]",0.5,0,2,8,1,4,1
5788,"[8, 7, 2, 7, 9]",4.5,8,8,7,2,7,9
5789,"[10, 2, 1, 6, 9]",4.5,8,10,2,1,6,9
5790,"[5, 5, 1, 6, 9]",4.5,8,5,5,1,6,9
5791,"[9, 4, 2, 3, 2]",1.0,1,9,4,2,3,2
5792,"[7, 9, 5, 4, 9]",4.5,8,7,9,5,4,9
5793,"[9, 6, 8, 10, 4]",2.0,3,9,6,8,10,4
5794,"[6, 3, 9, 9, 10]",5.0,10,6,3,9,9,10
5795,"[10, 3, 4, 3, 5]",2.5,4,10,3,4,3,5
5796,"[7, 5, 1, 10, 5]",2.5,4,7,5,1,10,5
5797,"[9, 1, 4, 1, 8]",4.0,7,9,1,4,1,8
5798,"[2, 9, 10, 5, 4]",2.0,3,2,9,10,5,4
5799,"[10, 5, 2, 1, 9]",4.5,8,10,5,2,1,9
5800,"[6, 4, 7, 3, 5]",2.5,4,6,4,7,3,5
5801,"[10, 5, 9, 3, 9]",4.5,8,10,5,9,3,9
5802,"[10, 6, 10, 2, 6]",3.0,5,10,6,10,2,6
5803,"[7, 6, 6, 8, 7]",3.5,6,7,6,6,8,7
5804,"[5, 4, 4, 6, 5]",2.5,4,5,4,4,6,5
5805,"[2, 6, 9, 9, 10]",5.0,10,2,6,9,9,10
5806,"[5, 8, 6, 7, 9]",4.5,8,5,8,6,7,9
5807,"[8, 7, 4, 10, 2]",1.0,1,8,7,4,10,2
5808,"[2, 9, 4, 8, 9]",4.5,8,2,9,4,8,9
5809,"[9, 2, 10, 8, 9]",4.5,8,9,2,10,8,9
5810,"[5, 1, 5, 6, 4]",2.0,3,5,1,5,6,4
5811,"[8, 1, 3, 10, 3]",1.5,2,8,1,3,10,3
5812,"[5, 2, 7, 7, 7]",3.5,6,5,2,7,7,7
5813,"[5, 8, 6, 7, 9]",4.5,8,5,8,6,7,9
5814,"[2, 5, 9, 8, 3]",1.5,2,2,5,9,8,3
5815,"[6, 10, 7, 2, 3]",1.5,2,6,10,7,2,3
5816,"[10, 1, 10, 4, 6]",3.0,5,10,1,10,4,6
5817,"[5, 5, 4, 3, 5]",2.5,4,5,5,4,3,5
5818,"[10, 2, 5, 10, 10]",5.0,10,10,2,5,10,10
5819,"[3, 5, 5, 5, 3]",1.5,2,3,5,5,5,3
5820,"[7, 3, 2, 10, 6]",3.0,5,7,3,2,10,6
5821,"[5, 2, 6, 3, 9]",4.5,8,5,2,6,3,9
5822,"[6, 1, 5, 3, 1]",0.5,0,6,1,5,3,1
5823,"[9, 7, 4, 8, 9]",4.5,8,9,7,4,8,9
5824,"[10, 5, 7, 6, 4]",2.0,3,10,5,7,6,4
5825,"[8, 9, 5, 10, 1]",0.5,0,8,9,5,10,1
5826,"[8, 2, 1, 10, 10]",5.0,10,8,2,1,10,10
5827,"[6, 5, 2, 5, 10]",5.0,10,6,5,2,5,10
5828,"[10, 1, 6, 8, 2]",1.0,1,10,1,6,8,2
5829,"[3, 7, 4, 5, 5]",2.5,4,3,7,4,5,5
5830,"[3, 6, 9, 4, 2]",1.0,1,3,6,9,4,2
5831,"[4, 9, 10, 1, 2]",1.0,1,4,9,10,1,2
5832,"[2, 10, 7, 2, 5]",2.5,4,2,10,7,2,5
5833,"[1, 3, 3, 3, 5]",2.5,4,1,3,3,3,5
5834,"[9, 4, 10, 9, 1]",0.5,0,9,4,10,9,1
5835,"[5, 2, 8, 5, 4]",2.0,3,5,2,8,5,4
5836,"[1, 4, 6, 7, 1]",0.5,0,1,4,6,7,1
5837,"[1, 4, 1, 5, 9]",4.5,8,1,4,1,5,9
5838,"[5, 7, 5, 5, 3]",1.5,2,5,7,5,5,3
5839,"[1, 2, 3, 3, 10]",5.0,10,1,2,3,3,10
5840,"[2, 10, 1, 1, 5]",2.5,4,2,10,1,1,5
5841,"[1, 3, 5, 1, 5]",2.5,4,1,3,5,1,5
5842,"[8, 4, 6, 5, 4]",2.0,3,8,4,6,5,4
5843,"[7, 5, 2, 6, 10]",5.0,10,7,5,2,6,10
5844,"[1, 2, 5, 6, 6]",3.0,5,1,2,5,6,6
5845,"[4, 2, 9, 1, 8]",4.0,7,4,2,9,1,8
5846,"[6, 1, 4, 3, 4]",2.0,3,6,1,4,3,4
5847,"[7, 7, 1, 8, 5]",2.5,4,7,7,1,8,5
5848,"[5, 5, 6, 9, 1]",0.5,0,5,5,6,9,1
5849,"[1, 2, 5, 6, 3]",1.5,2,1,2,5,6,3
5850,"[2, 7, 9, 10, 9]",4.5,8,2,7,9,10,9
5851,"[5, 2, 5, 4, 6]",3.0,5,5,2,5,4,6
5852,"[3, 3, 9, 10, 9]",4.5,8,3,3,9,10,9
5853,"[2, 6, 7, 8, 8]",4.0,7,2,6,7,8,8
5854,"[6, 9, 8, 4, 7]",3.5,6,6,9,8,4,7
5855,"[8, 6, 4, 9, 5]",2.5,4,8,6,4,9,5
5856,"[5, 8, 4, 10, 7]",3.5,6,5,8,4,10,7
5857,"[8, 9, 6, 1, 5]",2.5,4,8,9,6,1,5
5858,"[7, 7, 5, 9, 5]",2.5,4,7,7,5,9,5
5859,"[4, 8, 2, 4, 8]",4.0,7,4,8,2,4,8
5860,"[10, 8, 1, 7, 5]",2.5,4,10,8,1,7,5
5861,"[2, 5, 10, 9, 5]",2.5,4,2,5,10,9,5
5862,"[1, 9, 6, 10, 3]",1.5,2,1,9,6,10,3
5863,"[2, 10, 8, 6, 10]",5.0,10,2,10,8,6,10
5864,"[6, 9, 4, 2, 9]",4.5,8,6,9,4,2,9
5865,"[7, 2, 3, 9, 6]",3.0,5,7,2,3,9,6
5866,"[10, 6, 6, 10, 7]",3.5,6,10,6,6,10,7
5867,"[1, 6, 6, 1, 7]",3.5,6,1,6,6,1,7
5868,"[5, 4, 6, 9, 2]",1.0,1,5,4,6,9,2
5869,"[4, 9, 4, 10, 5]",2.5,4,4,9,4,10,5
5870,"[1, 3, 10, 10, 3]",1.5,2,1,3,10,10,3
5871,"[6, 3, 4, 2, 9]",4.5,8,6,3,4,2,9
5872,"[4, 1, 8, 10, 1]",0.5,0,4,1,8,10,1
5873,"[5, 9, 1, 6, 10]",5.0,10,5,9,1,6,10
5874,"[8, 6, 7, 3, 5]",2.5,4,8,6,7,3,5
5875,"[7, 8, 2, 5, 8]",4.0,7,7,8,2,5,8
5876,"[9, 8, 6, 5, 2]",1.0,1,9,8,6,5,2
5877,"[3, 4, 5, 5, 10]",5.0,10,3,4,5,5,10
5878,"[9, 1, 2, 5, 3]",1.5,2,9,1,2,5,3
5879,"[8, 4, 4, 4, 1]",0.5,0,8,4,4,4,1
5880,"[7, 1, 9, 6, 7]",3.5,6,7,1,9,6,7
5881,"[2, 9, 2, 6, 9]",4.5,8,2,9,2,6,9
5882,"[5, 7, 1, 6, 2]",1.0,1,5,7,1,6,2
5883,"[3, 2, 8, 4, 4]",2.0,3,3,2,8,4,4
5884,"[8, 1, 1, 10, 5]",2.5,4,8,1,1,10,5
5885,"[5, 5, 7, 5, 6]",3.0,5,5,5,7,5,6
5886,"[4, 4, 3, 5, 8]",4.0,7,4,4,3,5,8
5887,"[5, 1, 7, 9, 8]",4.0,7,5,1,7,9,8
5888,"[5, 10, 9, 5, 4]",2.0,3,5,10,9,5,4
5889,"[7, 8, 9, 4, 6]",3.0,5,7,8,9,4,6
5890,"[3, 6, 5, 8, 6]",3.0,5,3,6,5,8,6
5891,"[4, 6, 4, 1, 3]",1.5,2,4,6,4,1,3
5892,"[3, 3, 5, 8, 5]",2.5,4,3,3,5,8,5
5893,"[7, 5, 2, 1, 1]",0.5,0,7,5,2,1,1
5894,"[7, 1, 9, 7, 10]",5.0,10,7,1,9,7,10
5895,"[8, 9, 10, 5, 3]",1.5,2,8,9,10,5,3
5896,"[8, 8, 5, 6, 4]",2.0,3,8,8,5,6,4
5897,"[4, 1, 4, 2, 6]",3.0,5,4,1,4,2,6
5898,"[2, 8, 8, 6, 9]",4.5,8,2,8,8,6,9
5899,"[2, 7, 4, 10, 1]",0.5,0,2,7,4,10,1
5900,"[6, 7, 5, 1, 4]",2.0,3,6,7,5,1,4
5901,"[2, 3, 8, 4, 9]",4.5,8,2,3,8,4,9
5902,"[4, 9, 5, 2, 4]",2.0,3,4,9,5,2,4
5903,"[8, 8, 4, 5, 1]",0.5,0,8,8,4,5,1
5904,"[3, 7, 8, 4, 2]",1.0,1,3,7,8,4,2
5905,"[2, 8, 8, 10, 5]",2.5,4,2,8,8,10,5
5906,"[8, 5, 6, 3, 1]",0.5,0,8,5,6,3,1
5907,"[1, 1, 9, 4, 7]",3.5,6,1,1,9,4,7
5908,"[3, 4, 4, 9, 3]",1.5,2,3,4,4,9,3
5909,"[8, 7, 5, 7, 5]",2.5,4,8,7,5,7,5
5910,"[4, 9, 4, 2, 5]",2.5,4,4,9,4,2,5
5911,"[3, 4, 10, 3, 4]",2.0,3,3,4,10,3,4
5912,"[6, 10, 10, 8, 3]",1.5,2,6,10,10,8,3
5913,"[4, 6, 8, 1, 3]",1.5,2,4,6,8,1,3
5914,"[2, 1, 10, 6, 2]",1.0,1,2,1,10,6,2
5915,"[3, 4, 3, 7, 7]",3.5,6,3,4,3,7,7
5916,"[2, 7, 5, 9, 10]",5.0,10,2,7,5,9,10
5917,"[8, 8, 7, 3, 2]",1.0,1,8,8,7,3,2
5918,"[6, 8, 2, 1, 7]",3.5,6,6,8,2,1,7
5919,"[5, 4, 4, 3, 8]",4.0,7,5,4,4,3,8
5920,"[6, 3, 5, 9, 7]",3.5,6,6,3,5,9,7
5921,"[7, 7, 9, 9, 8]",4.0,7,7,7,9,9,8
5922,"[4, 9, 6, 6, 5]",2.5,4,4,9,6,6,5
5923,"[3, 1, 3, 2, 6]",3.0,5,3,1,3,2,6
5924,"[5, 1, 1, 2, 8]",4.0,7,5,1,1,2,8
5925,"[5, 1, 5, 4, 3]",1.5,2,5,1,5,4,3
5926,"[10, 1, 7, 8, 7]",3.5,6,10,1,7,8,7
5927,"[5, 6, 5, 6, 7]",3.5,6,5,6,5,6,7
5928,"[5, 10, 5, 3, 8]",4.0,7,5,10,5,3,8
5929,"[10, 2, 10, 1, 5]",2.5,4,10,2,10,1,5
5930,"[6, 7, 4, 6, 9]",4.5,8,6,7,4,6,9
5931,"[8, 4, 2, 7, 3]",1.5,2,8,4,2,7,3
5932,"[10, 3, 6, 10, 6]",3.0,5,10,3,6,10,6
5933,"[7, 7, 7, 2, 5]",2.5,4,7,7,7,2,5
5934,"[8, 8, 9, 6, 1]",0.5,0,8,8,9,6,1
5935,"[9, 4, 2, 8, 4]",2.0,3,9,4,2,8,4
5936,"[8, 1, 5, 2, 7]",3.5,6,8,1,5,2,7
5937,"[3, 1, 6, 4, 5]",2.5,4,3,1,6,4,5
5938,"[3, 10, 10, 10, 8]",4.0,7,3,10,10,10,8
5939,"[10, 2, 6, 7, 4]",2.0,3,10,2,6,7,4
5940,"[7, 10, 10, 10, 6]",3.0,5,7,10,10,10,6
5941,"[6, 3, 3, 5, 5]",2.5,4,6,3,3,5,5
5942,"[10, 8, 1, 3, 9]",4.5,8,10,8,1,3,9
5943,"[10, 9, 7, 4, 8]",4.0,7,10,9,7,4,8
5944,"[10, 9, 9, 7, 8]",4.0,7,10,9,9,7,8
5945,"[7, 10, 6, 8, 10]",5.0,10,7,10,6,8,10
5946,"[3, 6, 4, 10, 10]",5.0,10,3,6,4,10,10
5947,"[10, 2, 4, 1, 10]",5.0,10,10,2,4,1,10
5948,"[9, 6, 4, 1, 1]",0.5,0,9,6,4,1,1
5949,"[1, 1, 6, 5, 10]",5.0,10,1,1,6,5,10
5950,"[2, 1, 1, 8, 9]",4.5,8,2,1,1,8,9
5951,"[4, 7, 7, 3, 5]",2.5,4,4,7,7,3,5
5952,"[6, 9, 10, 2, 6]",3.0,5,6,9,10,2,6
5953,"[10, 7, 8, 5, 2]",1.0,1,10,7,8,5,2
5954,"[1, 8, 4, 6, 2]",1.0,1,1,8,4,6,2
5955,"[7, 10, 8, 3, 2]",1.0,1,7,10,8,3,2
5956,"[5, 4, 1, 9, 9]",4.5,8,5,4,1,9,9
5957,"[9, 9, 3, 9, 8]",4.0,7,9,9,3,9,8
5958,"[5, 3, 5, 4, 9]",4.5,8,5,3,5,4,9
5959,"[10, 5, 4, 5, 2]",1.0,1,10,5,4,5,2
5960,"[4, 8, 6, 3, 8]",4.0,7,4,8,6,3,8
5961,"[9, 1, 3, 10, 10]",5.0,10,9,1,3,10,10
5962,"[8, 1, 5, 6, 1]",0.5,0,8,1,5,6,1
5963,"[6, 8, 3, 7, 9]",4.5,8,6,8,3,7,9
5964,"[6, 9, 8, 6, 3]",1.5,2,6,9,8,6,3
5965,"[9, 2, 2, 6, 1]",0.5,0,9,2,2,6,1
5966,"[2, 3, 10, 6, 10]",5.0,10,2,3,10,6,10
5967,"[4, 8, 1, 4, 8]",4.0,7,4,8,1,4,8
5968,"[9, 7, 7, 6, 3]",1.5,2,9,7,7,6,3
5969,"[1, 4, 7, 7, 4]",2.0,3,1,4,7,7,4
5970,"[1, 2, 7, 4, 7]",3.5,6,1,2,7,4,7
5971,"[9, 6, 3, 4, 5]",2.5,4,9,6,3,4,5
5972,"[6, 4, 3, 4, 1]",0.5,0,6,4,3,4,1
5973,"[10, 7, 9, 10, 1]",0.5,0,10,7,9,10,1
5974,"[8, 9, 10, 2, 2]",1.0,1,8,9,10,2,2
5975,"[7, 4, 4, 4, 10]",5.0,10,7,4,4,4,10
5976,"[9, 10, 7, 5, 3]",1.5,2,9,10,7,5,3
5977,"[3, 3, 3, 7, 9]",4.5,8,3,3,3,7,9
5978,"[6, 6, 5, 4, 10]",5.0,10,6,6,5,4,10
5979,"[10, 2, 9, 6, 4]",2.0,3,10,2,9,6,4
5980,"[3, 4, 5, 2, 6]",3.0,5,3,4,5,2,6
5981,"[9, 7, 1, 1, 6]",3.0,5,9,7,1,1,6
5982,"[7, 9, 1, 4, 5]",2.5,4,7,9,1,4,5
5983,"[10, 5, 2, 6, 4]",2.0,3,10,5,2,6,4
5984,"[6, 5, 3, 2, 5]",2.5,4,6,5,3,2,5
5985,"[1, 1, 2, 6, 7]",3.5,6,1,1,2,6,7
5986,"[9, 9, 10, 8, 7]",3.5,6,9,9,10,8,7
5987,"[9, 4, 5, 1, 2]",1.0,1,9,4,5,1,2
5988,"[10, 5, 10, 10, 8]",4.0,7,10,5,10,10,8
5989,"[1, 9, 10, 4, 8]",4.0,7,1,9,10,4,8
5990,"[6, 5, 9, 8, 4]",2.0,3,6,5,9,8,4
5991,"[1, 10, 6, 5, 6]",3.0,5,1,10,6,5,6
5992,"[8, 2, 2, 3, 4]",2.0,3,8,2,2,3,4
5993,"[9, 3, 6, 7, 2]",1.0,1,9,3,6,7,2
5994,"[1, 4, 2, 2, 5]",2.5,4,1,4,2,2,5
5995,"[5, 6, 3, 6, 4]",2.0,3,5,6,3,6,4
5996,"[6, 10, 10, 8, 8]",4.0,7,6,10,10,8,8
5997,"[5, 2, 8, 7, 6]",3.0,5,5,2,8,7,6
5998,"[4, 2, 6, 1, 9]",4.5,8,4,2,6,1,9
5999,"[8, 9, 3, 4, 5]",2.5,4,8,9,3,4,5
6000,"[8, 10, 4, 8, 2]",1.0,1,8,10,4,8,2
6001,"[8, 8, 9, 3, 7]",3.5,6,8,8,9,3,7
6002,"[8, 6, 10, 6, 1]",0.5,0,8,6,10,6,1
6003,"[4, 10, 4, 5, 5]",2.5,4,4,10,4,5,5
6004,"[8, 3, 2, 1, 10]",5.0,10,8,3,2,1,10
6005,"[5, 2, 3, 7, 6]",3.0,5,5,2,3,7,6
6006,"[5, 3, 1, 10, 6]",3.0,5,5,3,1,10,6
6007,"[2, 6, 2, 3, 4]",2.0,3,2,6,2,3,4
6008,"[9, 3, 8, 6, 3]",1.5,2,9,3,8,6,3
6009,"[6, 3, 9, 1, 7]",3.5,6,6,3,9,1,7
6010,"[4, 8, 8, 2, 6]",3.0,5,4,8,8,2,6
6011,"[5, 8, 3, 10, 5]",2.5,4,5,8,3,10,5
6012,"[4, 2, 2, 10, 9]",4.5,8,4,2,2,10,9
6013,"[2, 8, 4, 7, 2]",1.0,1,2,8,4,7,2
6014,"[1, 5, 4, 1, 7]",3.5,6,1,5,4,1,7
6015,"[9, 9, 10, 4, 9]",4.5,8,9,9,10,4,9
6016,"[6, 3, 4, 7, 5]",2.5,4,6,3,4,7,5
6017,"[3, 6, 4, 9, 4]",2.0,3,3,6,4,9,4
